City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Bethel,90,US,1585698687,56,41.37,-73.41,46.4,4.697574
Mehamn,100,NO,1585698687,91,71.04,27.85,27.644000000000073,19.3047922
Shizunai-furukawachō,100,JP,1585698687,84,42.33,142.37,48.542,5.860782800000001
Ubari,48,LY,1585698688,24,26.59,12.78,64.13000000000005,10.3346628
Shaowu,29,CN,1585698688,71,27.34,117.48,53.24000000000002,1.4092722000000002
Damietta,4,EG,1585698688,68,31.42,31.81,66.2,9.171454
Yellowknife,20,CA,1585698689,32,62.46,-114.35,10.399999999999999,6.934514000000001
Narsaq,20,GL,1585698689,82,60.92,-46.05,32.0,1.11847
Bairiki Village,75,KI,1585698689,70,1.33,172.98,86.0,16.105968
Tuktoyaktuk,20,CA,1585698689,60,69.45,-133.04,10.399999999999999,18.342908
Lac du Bonnet,17,CA,1585698690,76,50.25,-96.06,43.25,9.2609316
Geraldton,59,AU,1585698690,82,-28.77,114.6,62.6,3.35541
Qaqortoq,20,GL,1585698690,86,60.72,-46.03,32.0,1.11847
Nanortalik,26,GL,1585698690,88,60.14,-45.24,32.86400000000003,15.255930800000002
Ribeira Grande,97,PT,1585698690,69,38.52,-28.7,57.34400000000008,30.780294400000002
Bubaque,34,GW,1585698691,70,11.28,-15.83,79.26800000000009,11.632088000000001
Carutapera,99,BR,1585698691,85,-1.2,-46.02,79.26800000000009,5.301547800000001
Lahaina,40,US,1585698691,65,20.88,-156.68,78.80000000000001,17.224438000000003
Cabo San Lucas,40,MX,1585698507,53,22.89,-109.91,80.00600000000003,5.816044000000001
Ati,29,TD,1585698692,13,13.22,18.34,83.82200000000003,5.8384134
Lavrentiya,16,RU,1585698692,94,65.58,-171.0,21.90200000000008,7.0016222
Altay,0,CN,1585698693,48,47.87,88.12,28.238000000000046,9.1490846
Anastácio,11,BR,1585698693,64,-20.48,-55.81,79.86200000000005,4.160708400000001
Āsind,0,IN,1585698693,27,25.73,74.33,71.88800000000005,7.493749000000001
Inhambane,0,MZ,1585698693,71,-23.86,35.38,73.27400000000002,6.934514000000001
Brigantine,90,US,1585698450,75,39.41,-74.36,44.00600000000003,3.35541
Albany,75,US,1585698670,81,42.6,-73.97,46.4,5.816044000000001
Alofi,75,NU,1585698694,79,-19.06,-169.92,84.2,6.934514000000001
Jutaí,93,BR,1585698694,90,-5.18,-68.9,76.02800000000008,1.6553356000000001
Whitecourt,90,CA,1585698695,72,54.15,-115.69,10.399999999999999,16.105968
Ulagan,0,RU,1585698695,66,50.63,87.96,19.49000000000002,6.7779282
Tiksi,100,RU,1585698695,88,71.69,128.87,-1.7139999999999844,4.026492
Rapid Valley,90,US,1585698695,23,44.06,-103.15,62.6,3.35541
Ambāgarh Chauki,1,IN,1585698695,30,20.78,80.72,78.18800000000005,2.1922012
Hilo,75,US,1585698696,65,19.73,-155.09,77.0,5.816044000000001
Khatanga,54,RU,1585698696,91,71.97,102.5,-7.473999999999961,8.3437862
Ancud,27,CL,1585698696,66,-41.87,-73.82,51.8,5.816044000000001
Padang,80,ID,1585698697,74,-0.95,100.35,78.49400000000009,4.160708400000001
Talnakh,75,RU,1585698697,92,69.49,88.4,12.2,20.132460000000002
Batagay,95,RU,1585698697,90,67.63,134.63,8.204000000000054,0.33554100000000003
Jamestown,90,US,1585698697,93,42.1,-79.24,44.6,3.35541
Alta Floresta,97,BR,1585698697,85,-9.88,-56.09,74.66000000000008,2.2816788000000003
São Raimundo Nonato,65,BR,1585698698,76,-9.02,-42.7,74.57000000000006,2.9751302
Los Llanos de Aridane,40,ES,1585698593,63,28.66,-17.92,64.4,6.934514000000001
Meulaboh,60,ID,1585698698,81,4.14,96.13,79.82600000000009,3.6685816
Atambua,80,ID,1585698698,70,-9.11,124.89,79.41200000000006,0.6710820000000001
Kavaratti,0,IN,1585698698,78,10.57,72.64,82.41800000000009,13.7124422
Aden,31,YE,1585698674,76,12.78,45.04,81.77000000000007,15.390147200000001
Mar del Plata,75,AR,1585698692,59,-38.0,-57.56,64.99400000000009,13.869028000000002
Fredericksburg,90,US,1585698659,93,38.3,-77.46,48.2,11.408394
Norman Wells,5,CA,1585698699,47,65.28,-126.83,15.8,21.922012000000002
Fort Saint James,100,CA,1585698699,85,54.43,-124.25,15.782000000000014,8.3661556
Capitán Bado,44,PY,1585698700,57,-23.27,-55.53,76.40600000000003,5.144962
Kirakira,100,SB,1585698700,78,-10.45,161.92,81.75200000000008,6.106846200000001
Kongolo,80,CD,1585698700,76,-5.38,27.0,70.934,1.6329662
Yangi Marg`ilon,90,UZ,1585698701,76,40.43,71.72,55.400000000000006,6.934514000000001
Tigwav,9,HT,1585698701,74,18.43,-72.87,82.4,9.171454
Arraial do Cabo,31,BR,1585698701,82,-22.97,-42.03,77.01800000000009,10.5583568
Lüderitz,0,NA,1585698701,59,-26.65,15.16,62.6,10.289924
Bredasdorp,27,ZA,1585698701,68,-34.53,20.04,64.4,5.816044000000001
Manzhouli,87,CN,1585698702,51,49.6,117.43,35.312000000000054,20.8482808
Safaga,3,EG,1585698702,46,26.73,33.94,71.6,4.697574
Laas,5,IT,1585698702,67,46.62,10.7,30.002000000000077,3.35541
Beringovskiy,88,RU,1585698702,93,63.05,179.32,32.233999999999995,18.835034800000003
Port Moresby,75,PG,1585698572,83,-9.44,147.18,84.2,11.408394
Plettenberg Bay,4,ZA,1585698619,77,-34.05,23.37,60.74600000000005,4.608096400000001
Dalbandin,0,PK,1585698703,24,28.89,64.41,66.63200000000002,2.0356154
Marsh Harbour,33,BS,1585698703,77,26.54,-77.06,77.05400000000006,13.869028000000002
Saint Paul Harbor,1,US,1585698703,44,57.79,-152.41,37.4,9.171454
Key Biscayne,75,US,1585698704,54,25.69,-80.16,84.99199999999999,11.408394
Pevek,33,RU,1585698704,91,69.7,170.31,2.9480000000000253,3.0422384000000005
Corn Island,0,NI,1585698704,76,12.17,-83.04,80.47400000000002,13.041360200000002
Arrondissement de Clermont,0,FR,1585698705,69,49.5,2.42,42.008,9.171454
Santa Cruz de la Sierra,75,BO,1585698480,83,-17.8,-63.17,80.6,5.816044000000001
Bathsheba,20,BB,1585698705,69,13.22,-59.52,77.0,10.289924
Boueni,13,YT,1585698705,83,-12.9,45.08,78.80000000000001,2.23694
Caravelas,74,BR,1585698706,87,-17.71,-39.25,78.458,7.717443000000001
Ola,29,RU,1585698706,90,59.58,151.28,17.47400000000001,3.7804286
Castro,18,BR,1585698706,63,-24.79,-50.01,66.18200000000002,2.3264176
Rehoboth,0,NA,1585698706,28,-23.32,17.08,63.75200000000008,3.1540854
Saint-Pierre,8,RE,1585698707,78,-21.34,55.48,77.0,5.816044000000001
Wattegama,82,LK,1585698707,87,6.8,81.48,68.97200000000004,3.1540854
Champerico,6,GT,1585698707,64,14.3,-91.92,84.434,10.178077
Ukiah,75,US,1585698707,59,39.15,-123.21,66.00200000000008,9.171454
Myrtle Beach,90,US,1585698668,100,33.69,-78.89,55.99400000000007,10.289924
San Cristobal,40,VE,1585698461,65,7.77,-72.22,82.4,4.697574
Mahébourg,75,MU,1585698708,94,-20.41,57.7,78.80000000000001,6.1963238
Vila Franca do Campo,40,PT,1585698708,62,37.72,-25.43,53.6,11.408394
Zelenoborskiy,100,RU,1585698708,98,66.84,32.36,23.594000000000072,8.8582824
Husavik,90,IS,1585698709,51,66.04,-17.34,39.2,39.14645
Ust-Maya,46,RU,1585698709,93,60.42,134.53,19.832000000000015,5.2568090000000005
Niquelândia,2,BR,1585698709,69,-14.47,-48.46,73.02200000000005,2.9527608000000005
Thompson,75,CA,1585698710,67,55.74,-97.86,19.4,14.987498000000002
Poronaysk,100,RU,1585698710,85,49.22,143.12,35.96000000000008,4.250186
Price,40,US,1585698710,20,39.6,-110.81,64.4,11.408394
Colesberg,81,ZA,1585698710,54,-30.72,25.1,59.288000000000046,10.804420200000001
Kavieng,98,PG,1585698711,76,-2.57,150.8,83.62400000000002,10.312293400000001
Colares,20,PT,1585698711,81,38.8,-9.45,50.0,2.23694
Asău,33,RO,1585698711,58,46.43,26.4,28.4,3.35541
Cravo Norte,64,CO,1585698711,50,6.3,-70.2,85.60400000000006,1.7671826000000002
Tasiilaq,2,GL,1585698711,29,65.61,-37.64,24.8,29.974996000000004
Mount Airy,90,US,1585698712,87,36.5,-80.61,50.0,10.289924
Boda,81,CF,1585698712,62,4.32,17.47,75.93800000000005,2.3711564000000003
Cidreira,87,BR,1585698712,85,-30.18,-50.21,72.86000000000008,15.188822600000002
Coyhaique,40,CL,1585698618,53,-45.58,-72.07,51.8,3.35541
Batemans Bay,82,AU,1585698712,81,-35.72,150.18,71.00600000000003,6.5094954000000005
Biswān,46,IN,1585698713,34,27.5,81.0,72.734,6.084476800000001
Ostrovnoy,100,RU,1585698713,94,68.05,39.51,22.208000000000006,20.311415200000003
Esil,93,KZ,1585698713,91,51.96,66.4,23.918000000000085,12.0347372
Puerto Ayora,20,EC,1585698713,74,-0.74,-90.35,82.4,6.934514000000001
Nikolskoye,75,RU,1585698713,80,59.7,30.79,30.2,11.184700000000001
Dingle,85,PH,1585698714,74,11.0,122.67,81.57200000000003,10.7149426
Cologne,0,DE,1585698489,59,50.93,6.95,37.99400000000007,1.11847
Belmonte,40,BR,1585698640,78,-15.86,-38.88,78.80000000000001,2.23694
Shelabolikha,0,RU,1585698714,94,53.41,82.62,32.0,6.71082
Voinka,88,UA,1585698715,73,45.87,33.99,37.63399999999999,13.6005952
Chokurdakh,94,RU,1585698715,91,70.63,147.92,-2.1819999999999666,4.138339
Lebu,0,CL,1585698715,77,-37.62,-73.65,56.228000000000065,17.9178894
Ilebo,100,CD,1585698716,82,-4.32,20.58,72.19400000000007,0.6487126
Vitim,100,RU,1585698716,95,59.45,112.56,24.710000000000083,7.247685600000001
Hīt,100,IQ,1585698716,41,33.64,42.83,67.47800000000007,19.3047922
Shitanjing,85,CN,1585698716,37,39.23,106.34,33.458000000000006,7.5608572
Winchester,7,GB,1585698622,69,51.07,-1.32,39.992,4.697574
Griffith,90,US,1585698717,86,41.53,-87.42,41.0,11.408394
Kjøllefjord,100,NO,1585698717,92,70.95,27.35,27.248000000000026,17.627087200000002
Haines Junction,98,CA,1585698717,79,60.75,-137.51,15.691999999999997,3.7804286
Tuatapere,26,NZ,1585698717,71,-46.13,167.68,62.99600000000005,1.9908766000000002
Najrān,5,SA,1585698718,33,17.49,44.13,71.6,2.23694
Bluff,17,NZ,1585698718,71,-46.6,168.33,62.99600000000005,1.9908766000000002
Banjarmasin,73,ID,1585698719,82,-3.32,114.59,79.30400000000006,3.6685816
Anchorage,1,US,1585698531,26,61.22,-149.9,33.8,4.697574
Gubkinskiy,100,RU,1585698719,93,64.43,76.5,17.438000000000045,8.164831
Cherskiy,54,RU,1585698719,91,68.75,161.3,5.396000000000047,10.446509800000001
Vestmannaeyjar,97,IS,1585698720,75,63.44,-20.27,39.992,23.935258
Chui,71,UY,1585698720,75,-33.7,-53.46,68.03600000000007,14.070352600000001
Lagoa,99,PT,1585698720,69,39.05,-27.98,57.45200000000008,29.549977400000003
Upernavik,69,GL,1585698721,89,72.79,-56.15,-4.035999999999966,16.7099418
Shenjiamen,97,CN,1585698721,82,29.96,122.3,52.37600000000009,21.4969934
Fomboni,54,KM,1585698721,75,-12.28,43.74,82.958,11.4531328
Baykit,44,RU,1585698722,90,61.67,96.37,10.976000000000088,2.3040482000000004
Rocha,76,UY,1585698722,87,-34.48,-54.33,63.35600000000003,9.1490846
Surin,75,TH,1585698722,62,14.88,103.49,89.99600000000005,6.934514000000001
Gazojak,79,TM,1585698722,56,41.19,61.4,55.544000000000075,14.875651000000001
Mount Isa,0,AU,1585698722,35,-20.73,139.5,86.0,10.289924
Muisne,75,EC,1585698723,88,0.6,-80.03,80.6,5.816044000000001
Zhangye,58,CN,1585698723,43,38.93,100.45,34.80800000000001,1.2974252
Marovoay,20,MG,1585698723,88,-16.1,46.63,78.80000000000001,2.23694
Moundsville,90,US,1585698457,81,39.92,-80.74,44.99600000000005,5.816044000000001
Ol'ga,99,RU,1585698724,61,43.74,135.29,44.15,9.1043458
Brownsville,1,US,1585698656,47,25.9,-97.5,84.2,18.342908
Taoudenni,91,ML,1585698724,16,22.68,-3.98,76.35200000000009,5.8384134
Cascais,20,PT,1585698724,81,38.7,-9.42,50.0,2.23694
Christchurch,0,NZ,1585698666,82,-43.53,172.63,64.99400000000009,3.35541
Khovd,0,MN,1585698725,60,48.01,91.64,18.680000000000042,3.8251674
Rawson,26,AR,1585698725,49,-43.3,-65.1,63.69800000000002,22.145706
Kloulklubed,75,PW,1585698725,74,7.04,134.26,84.2,10.289924
Iqaluit,20,CA,1585698725,58,63.75,-68.51,-3.9999999999999503,3.35541
Mihăeşti,100,RO,1585698726,89,45.03,24.25,31.064000000000032,2.013246
Hamilton,90,US,1585698719,61,39.18,-84.53,46.4,8.052984
Gizo Government Station,97,SB,1585698726,81,-8.1,156.84,82.43600000000006,13.622964600000001
Laela,100,TZ,1585698726,59,-8.57,32.05,61.57400000000001,2.7290668
El Retén,54,CO,1585698609,55,10.61,-74.27,87.80000000000001,18.342908
Kot Samaba,0,PK,1585698727,67,28.55,70.47,66.38000000000005,16.0388598
Igarka,92,RU,1585698727,94,67.47,86.58,3.0740000000000123,9.506995
Chegdomyn,81,RU,1585698727,75,51.12,133.02,31.73000000000004,6.5094954000000005
Provideniya,90,RU,1585698727,79,64.38,-173.3,26.6,6.71082
Saskylakh,92,RU,1585698728,88,71.92,114.08,-8.697999999999972,13.3545318
Sokolac,100,BA,1585698728,81,43.94,18.8,23.54000000000002,3.4448876000000004
Bukene,93,TZ,1585698728,66,-4.23,32.88,66.45200000000008,0.559235
Airai,95,TL,1585698728,58,-8.93,125.41,68.792,1.9461378
Ayan,63,RU,1585698729,88,56.45,138.17,25.394000000000073,1.0513618
Sal Rei,90,CV,1585698729,78,16.18,-22.92,71.6,9.171454
Torbay,90,CA,1585698519,97,47.67,-52.73,37.004000000000055,6.934514000000001
Hong Kong,40,HK,1585698603,82,22.29,114.16,66.99199999999999,5.816044000000001
Alice Springs,75,AU,1585698729,73,-23.7,133.88,73.4,14.987498000000002
Mossamedes,36,AO,1585698730,70,-15.2,12.15,74.3180000000001,7.963506400000001
Soyo,38,AO,1585698730,87,-6.13,12.37,80.38399999999999,7.4266408
Lacdayan,63,PH,1585698730,67,13.6,122.53,82.68800000000005,4.697574
Canguaretama,25,BR,1585698730,82,-6.38,-35.13,79.53800000000004,12.280800600000001
Peleduy,100,RU,1585698730,94,59.63,112.74,23.36000000000008,7.449010200000001
Yelovo,100,RU,1585698731,84,57.05,54.92,35.11400000000003,7.3371632
Bud,90,US,1585698731,86,39.45,-86.18,44.00600000000003,9.171454
Bell Ville,61,AR,1585698731,86,-32.63,-62.69,71.99600000000005,1.9908766000000002
Lac-Mégantic,20,CA,1585698529,51,45.58,-70.88,39.2,8.052984
Alice Town,66,BS,1585698732,79,25.72,-79.3,78.99800000000002,20.356154
Benguela,19,AO,1585698732,85,-12.58,13.41,76.71200000000006,4.876529200000001
Saint George,1,US,1585698462,17,37.1,-113.58,71.6,4.697574
Port-Gentil,68,GA,1585698732,83,-0.72,8.78,81.77000000000007,10.782050800000002
Laguna,75,US,1585698733,52,38.42,-121.42,73.4,11.408394
Lanzhou,90,CN,1585698733,100,36.06,103.79,30.2,2.23694
Zhigansk,100,RU,1585698733,95,66.77,123.37,11.191999999999997,9.1490846
Mporokoso,81,ZM,1585698733,64,-9.37,30.12,62.65400000000005,2.7961750000000003
Lincoln,1,US,1585698476,34,40.8,-96.67,68.0,11.408394
Akdepe,7,TM,1585698734,81,42.06,59.38,50.0,11.408394
Conde,20,BR,1585698480,88,-7.26,-34.91,78.80000000000001,3.35541
Naze,75,JP,1585698734,94,28.37,129.48,68.0,13.869028000000002
Havøysund,75,NO,1585698735,85,71.0,24.66,24.8,18.342908
Palana,98,RU,1585698735,94,59.12,159.97,26.168000000000085,10.3794016
Vinh,98,VN,1585698735,88,18.67,105.67,70.61000000000008,4.9883762
Kawalu,98,ID,1585698735,77,-7.38,108.21,75.61400000000003,1.006623
Saint-Leu,10,RE,1585698735,78,-21.15,55.28,77.0,5.816044000000001
Strezhevoy,100,RU,1585698510,86,60.73,77.59,30.2,6.71082
San Francisco Menéndez,3,SV,1585698736,59,13.84,-90.02,82.34600000000006,8.8806518
Calvinia,0,ZA,1585698736,55,-31.47,19.78,50.37800000000007,8.612219000000001
Isangel,93,VU,1585698736,83,-19.55,169.27,80.13200000000002,17.023113400000003
Melton,0,AU,1585698737,59,-37.68,144.58,66.00200000000008,4.697574
Pisco,90,PE,1585698737,30,-13.7,-76.22,71.6,10.289924
Port Lincoln,95,AU,1585698737,73,-34.73,135.87,61.898000000000025,7.1358386000000005
Cherniakhiv,31,UA,1585698737,82,50.46,28.67,29.3,7.5161184
Omaruru,0,NA,1585698738,31,-21.43,15.93,64.67000000000007,5.3686560000000005
Burleson,20,US,1585698738,55,32.54,-97.32,68.0,6.934514000000001
Sémbé,97,CG,1585698738,83,1.65,14.58,72.26600000000002,1.4092722000000002
Mayor Pablo Lagerenza,91,PY,1585698739,57,-19.93,-60.77,83.82200000000003,4.831790400000001
Barceloneta,20,PR,1585698739,78,18.45,-66.54,78.99800000000002,12.750558000000002
Camacha,20,PT,1585698739,58,33.08,-16.33,59.0,11.408394
Meshchovsk,12,RU,1585698739,90,54.32,35.28,19.328000000000067,7.158208000000001
Leshukonskoye,54,RU,1585698740,95,64.9,45.76,14.522000000000038,5.592350000000001
Pemba,20,MZ,1585698740,88,-12.97,40.52,78.80000000000001,5.816044000000001
Porto Velho,40,BR,1585698740,94,-8.76,-63.9,78.80000000000001,1.0737312
Mon,0,IN,1585698740,41,26.75,95.1,62.708000000000006,2.4158952000000005
Pacific Grove,20,US,1585698474,72,36.62,-121.92,69.99800000000002,9.171454
São João da Barra,15,BR,1585698741,82,-21.64,-41.05,76.91000000000008,8.4332638
Henties Bay,0,NA,1585698741,89,-22.12,14.28,59.0,1.006623
Cayenne,90,GF,1585698741,88,4.93,-52.33,78.80000000000001,4.697574
Tiznit Province,67,MA,1585698742,61,29.58,-9.5,56.31800000000008,3.8699062000000004
Taltal,17,CL,1585698742,69,-25.4,-70.48,66.57800000000006,4.921268
Belyy Yar,6,RU,1585698742,92,53.6,91.39,17.6,2.23694
Ushirombo,94,TZ,1585698743,67,-3.49,31.96,66.65,1.2079476000000002
Charter Township of Clinton,90,US,1585698701,100,42.59,-82.92,44.99600000000005,6.934514000000001
Nemuro,75,JP,1585698745,70,43.32,145.57,48.2,12.750558000000002
Aklavik,20,CA,1585698745,36,68.22,-135.01,17.6,14.987498000000002
Sistranda,75,NO,1585698746,69,63.73,8.83,39.2,19.461378
San Miguel de Tucumán,90,AR,1585698599,94,-26.82,-65.22,73.4,5.816044000000001
Boryslav,5,UA,1585698746,92,49.29,23.43,23.0,2.23694
Lashma,95,RU,1585698747,94,54.93,41.14,23.486000000000068,9.6412114
Chaman,0,PK,1585698747,31,30.92,66.45,56.714000000000034,4.787051600000001
Hereford,24,GB,1585698694,60,52.06,-2.71,44.00600000000003,2.23694
Atbasar,38,KZ,1585698747,90,51.8,68.33,19.99400000000007,8.925390600000002
Sørland,100,NO,1585698747,78,67.67,12.69,35.69000000000002,22.0114896
Eskilstuna,86,SE,1585698748,64,59.37,16.51,39.992,6.934514000000001
Severodvinsk,40,RU,1585698748,53,64.56,39.83,21.2,6.71082
Andros Town,75,BS,1585698748,74,24.7,-77.77,78.80000000000001,12.750558000000002
Clyde River,90,CA,1585698748,71,70.47,-68.59,3.1999999999999993,12.750558000000002
Guarujá,20,BR,1585698541,82,-23.99,-46.26,77.0,6.934514000000001
Charleston,90,US,1585698629,100,32.78,-79.93,62.99600000000005,11.408394
Abu Dhabi,0,AE,1585698565,68,24.47,54.37,75.00200000000008,2.23694
Ramsar,46,IR,1585698749,55,36.92,50.64,58.15400000000005,5.816044000000001
Bengkulu,100,ID,1585698749,80,-3.8,102.27,78.00800000000001,3.1764548
Gonder,73,ET,1585698750,15,12.6,37.47,62.52800000000006,5.122592600000001
Avera,75,US,1585698750,85,33.19,-82.53,60.8,5.816044000000001
Kennett,1,US,1585698750,63,36.24,-90.06,66.2,9.171454
Kāzerūn,0,IR,1585698750,43,29.62,51.65,54.62600000000009,1.0289924000000001
East London,100,ZA,1585698751,80,-33.02,27.91,68.81000000000009,19.1034676
Prince Rupert,1,CA,1585698751,45,54.32,-130.32,42.8,5.816044000000001
Kaeo,99,NZ,1585698751,65,-35.1,173.78,71.99600000000005,2.9974996000000003
Pangnirtung,12,CA,1585698751,76,66.15,-65.71,-21.225999999999935,3.6014734000000006
Uruçuí,92,BR,1585698752,75,-7.23,-44.56,77.70200000000008,3.6238428000000007
Manjacaze,24,MZ,1585698752,85,-24.71,33.88,65.91200000000006,6.71082
Maunatlala,71,BW,1585698752,36,-22.6,27.63,66.90200000000007,6.5318648
Kruisfontein,0,ZA,1585698752,79,-34.0,24.73,57.272000000000034,9.193823400000001
Olinda,20,BR,1585698524,78,-8.01,-34.86,82.4,6.934514000000001
San Lorenzo,20,PY,1585698753,62,-25.33,-57.53,87.80000000000001,6.934514000000001
Port Elizabeth,75,ZA,1585698603,77,-33.92,25.57,62.6,17.224438000000003
Abonnema,100,NG,1585698753,85,4.71,6.79,80.47400000000002,2.7514362
Vanavara,70,RU,1585698753,93,60.34,102.28,19.52600000000009,8.724066
Comodoro Rivadavia,20,AR,1585698689,67,-45.87,-67.5,57.2,4.5186188000000005
Caraquet,90,CA,1585698754,99,47.79,-64.94,35.00600000000003,6.934514000000001
Udachny,42,RU,1585698464,83,66.42,112.4,-7.599999999999952,6.71082
Nārsingi,29,IN,1585698754,48,18.03,78.43,78.99800000000002,5.2791784
Xichang,13,CN,1585698637,33,27.9,102.26,53.72600000000009,2.4158952000000005
Acapulco de Juárez,40,MX,1585698604,70,16.86,-99.89,86.0,9.171454
Chingirlau,100,KZ,1585698755,68,51.09,54.08,41.55800000000001,4.3844024
Azanka,100,RU,1585698755,97,58.04,64.79,30.272000000000038,6.375279000000001
Ichchāpuram,0,IN,1585698756,55,19.12,84.7,81.57200000000003,7.493749000000001
Matagami,1,CA,1585698756,23,49.75,-77.63,48.2,4.697574
